"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021-04","Ontario","2016A000235","Population","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063943","7.1.1.1.1.1","12311.4","","","","1"
"2021-04","Ontario","2016A000235","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063970","7.1.1.2.1.1","1861.3","","","","1"
"2021-04","Ontario","2016A000235","Population","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064051","7.1.1.5.1.1","10450.0","","","","1"
"2021-04","Ontario","2016A000235","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064078","7.1.1.6.1.1","5870.3","","","","1"
"2021-04","Ontario","2016A000235","Population","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064105","7.1.1.7.1.1","4579.8","","","","1"
"2021-04","Ontario","2016A000235","Labour force","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063944","7.2.1.1.1.1","7970.1","","","","1"
"2021-04","Ontario","2016A000235","Labour force","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063971","7.2.1.2.1.1","1099.5","","","","1"
"2021-04","Ontario","2016A000235","Labour force","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064052","7.2.1.5.1.1","6870.5","","","","1"
"2021-04","Ontario","2016A000235","Labour force","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064079","7.2.1.6.1.1","5087.6","","","","1"
"2021-04","Ontario","2016A000235","Labour force","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064106","7.2.1.7.1.1","1783.0","","","","1"
"2021-04","Ontario","2016A000235","Employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063945","7.3.1.1.1.1","7239.1","","","","1"
"2021-04","Ontario","2016A000235","Employment","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063972","7.3.1.2.1.1","878.9","","","","1"
"2021-04","Ontario","2016A000235","Employment","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064053","7.3.1.5.1.1","6360.2","","","","1"
"2021-04","Ontario","2016A000235","Employment","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064080","7.3.1.6.1.1","4709.8","","","","1"
"2021-04","Ontario","2016A000235","Employment","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064107","7.3.1.7.1.1","1650.4","","","","1"
"2021-04","Ontario","2016A000235","Full-time employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063946","7.4.1.1.1.1","6012.0","","","","1"
"2021-04","Ontario","2016A000235","Full-time employment","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063973","7.4.1.2.1.1","460.8","","","","1"
"2021-04","Ontario","2016A000235","Full-time employment","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2064054","7.4.1.5.1.1","5551.2","","","","1"
