"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018","Guelph, Ontario [35550]","2021A003535550","Percent change in youth violent crime severity index","Percent","239","units","0","v87984910","46.10","","..","","","2"
"2019","Guelph, Ontario [35550]","2021A003535550","Percent change in youth violent crime severity index","Percent","239","units","0","v87984910","46.10","","..","","","2"
"2020","Guelph, Ontario [35550]","2021A003535550","Percent change in youth violent crime severity index","Percent","239","units","0","v87984910","46.10","","..","","","2"
"2021","Guelph, Ontario [35550]","2021A003535550","Percent change in youth violent crime severity index","Percent","239","units","0","v87984910","46.10","","..","","","2"
"2006","Guelph, Ontario [35550]","2021A003535550","Youth non-violent crime severity index","Index","160","units","0","v53079839","46.11","0.00","","","","2"
"2007","Guelph, Ontario [35550]","2021A003535550","Youth non-violent crime severity index","Index","160","units","0","v53079839","46.11","0.00","","","","2"
"2008","Guelph, Ontario [35550]","2021A003535550","Youth non-violent crime severity index","Index","160","units","0","v53079839","46.11","0.00","","","","2"
"2009","Guelph, Ontario [35550]","2021A003535550","Youth non-violent crime severity index","Index","160","units","0","v53079839","46.11","0.00","","","","2"
"2010","Guelph, Ontario [35550]","2021A003535550","Youth non-violent crime severity index","Index","160","units","0","v53079839","46.11","0.00","","","","2"
"2011","Guelph, Ontario [35550]","2021A003535550","Youth non-violent crime severity index","Index","160","units","0","v53079839","46.11","","..","","","2"
"2012","Guelph, Ontario [35550]","2021A003535550","Youth non-violent crime severity index","Index","160","units","0","v53079839","46.11","","..","","","2"
"2013","Guelph, Ontario [35550]","2021A003535550","Youth non-violent crime severity index","Index","160","units","0","v53079839","46.11","","..","","","2"
"2014","Guelph, Ontario [35550]","2021A003535550","Youth non-violent crime severity index","Index","160","units","0","v53079839","46.11","","..","","","2"
"2015","Guelph, Ontario [35550]","2021A003535550","Youth non-violent crime severity index","Index","160","units","0","v53079839","46.11","","..","","","2"
"2016","Guelph, Ontario [35550]","2021A003535550","Youth non-violent crime severity index","Index","160","units","0","v53079839","46.11","","..","","","2"
"2017","Guelph, Ontario [35550]","2021A003535550","Youth non-violent crime severity index","Index","160","units","0","v53079839","46.11","","..","","","2"
