"REF_DATE","GEO","DGUID","Labour force characteristics","Sex","Age group","Statistics","Data type","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-04","Quebec","2016A000224","Population","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063754","6.1.1.1.1.1","6986.0","","","","1"
"2019-04","Quebec","2016A000224","Population","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063781","6.1.1.2.1.1","915.0","","","","1"
"2019-04","Quebec","2016A000224","Population","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063862","6.1.1.5.1.1","6071.0","","","","1"
"2019-04","Quebec","2016A000224","Population","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063889","6.1.1.6.1.1","3287.1","","","","1"
"2019-04","Quebec","2016A000224","Population","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063916","6.1.1.7.1.1","2783.9","","","","1"
"2019-04","Quebec","2016A000224","Labour force","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063755","6.2.1.1.1.1","4564.3","","","","1"
"2019-04","Quebec","2016A000224","Labour force","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063782","6.2.1.2.1.1","638.3","","","","1"
"2019-04","Quebec","2016A000224","Labour force","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063863","6.2.1.5.1.1","3926.1","","","","1"
"2019-04","Quebec","2016A000224","Labour force","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063890","6.2.1.6.1.1","2941.7","","","","1"
"2019-04","Quebec","2016A000224","Labour force","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063917","6.2.1.7.1.1","984.4","","","","1"
"2019-04","Quebec","2016A000224","Employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063756","6.3.1.1.1.1","4342.7","","","","1"
"2019-04","Quebec","2016A000224","Employment","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063783","6.3.1.2.1.1","595.2","","","","1"
"2019-04","Quebec","2016A000224","Employment","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063864","6.3.1.5.1.1","3747.5","","","","1"
"2019-04","Quebec","2016A000224","Employment","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063891","6.3.1.6.1.1","2812.4","","","","1"
"2019-04","Quebec","2016A000224","Employment","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063918","6.3.1.7.1.1","935.1","","","","1"
"2019-04","Quebec","2016A000224","Full-time employment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063757","6.4.1.1.1.1","3496.2","","","","1"
"2019-04","Quebec","2016A000224","Full-time employment","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063784","6.4.1.2.1.1","250.3","","","","1"
"2019-04","Quebec","2016A000224","Full-time employment","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063865","6.4.1.5.1.1","3245.9","","","","1"
"2019-04","Quebec","2016A000224","Full-time employment","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063892","6.4.1.6.1.1","2525.4","","","","1"
"2019-04","Quebec","2016A000224","Full-time employment","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063919","6.4.1.7.1.1","720.5","","","","1"
"2019-04","Quebec","2016A000224","Part-time employment ","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063758","6.5.1.1.1.1","846.5","","","","1"
"2019-04","Quebec","2016A000224","Part-time employment ","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063785","6.5.1.2.1.1","344.9","","","","1"
"2019-04","Quebec","2016A000224","Part-time employment ","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063866","6.5.1.5.1.1","501.6","","","","1"
"2019-04","Quebec","2016A000224","Part-time employment ","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063893","6.5.1.6.1.1","287.0","","","","1"
"2019-04","Quebec","2016A000224","Part-time employment ","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063920","6.5.1.7.1.1","214.6","","","","1"
"2019-04","Quebec","2016A000224","Unemployment","Both sexes","15 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063759","6.6.1.1.1.1","221.7","","","","1"
"2019-04","Quebec","2016A000224","Unemployment","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063786","6.6.1.2.1.1","43.1","","","","1"
"2019-04","Quebec","2016A000224","Unemployment","Both sexes","25 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063867","6.6.1.5.1.1","178.6","","","","1"
"2019-04","Quebec","2016A000224","Unemployment","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063894","6.6.1.6.1.1","129.3","","","","1"
"2019-04","Quebec","2016A000224","Unemployment","Both sexes","55 years and over","Estimate","Seasonally adjusted","Persons","249","thousands","3","v2063921","6.6.1.7.1.1","49.3","","","","1"
"2019-04","Quebec","2016A000224","Unemployment rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063760","6.7.1.1.1.1","4.9","","","","1"
"2019-04","Quebec","2016A000224","Unemployment rate","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063787","6.7.1.2.1.1","6.8","","","","1"
"2019-04","Quebec","2016A000224","Unemployment rate","Both sexes","25 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063868","6.7.1.5.1.1","4.5","","","","1"
"2019-04","Quebec","2016A000224","Unemployment rate","Both sexes","25 to 54 years","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063895","6.7.1.6.1.1","4.4","","","","1"
"2019-04","Quebec","2016A000224","Unemployment rate","Both sexes","55 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063922","6.7.1.7.1.1","5.0","","","","1"
"2019-04","Quebec","2016A000224","Participation rate","Both sexes","15 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063761","6.8.1.1.1.1","65.3","","","","1"
"2019-04","Quebec","2016A000224","Participation rate","Both sexes","15 to 24 years","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063788","6.8.1.2.1.1","69.8","","","","1"
"2019-04","Quebec","2016A000224","Participation rate","Both sexes","25 years and over","Estimate","Seasonally adjusted","Percentage","242","units","0","v2063869","6.8.1.5.1.1","64.7","","","","1"
